review,rating,region,platform,language,label
This product changed my life!!! Best ever!!! Must buy now!!!,1,Delhi,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Maharashtra,Snapdeal,Bengali,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Maharashtra,Flipkart,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,West Bengal,Zomato,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Delhi,Myntra,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Maharashtra,Zomato,Bengali,Legit
Fits well and is comfortable for long periods of use.,1,Delhi,Myntra,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Maharashtra,Snapdeal,Hindi,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Karnataka,Amazon,Bengali,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Amazon,Telugu,Fake
Fits well and is comfortable for long periods of use.,5,Delhi,Flipkart,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Amazon,Hindi,Fake
Received the item in good condition. Works as expected.,5,Karnataka,Zomato,Telugu,Legit
Fits well and is comfortable for long periods of use.,1,Delhi,Zomato,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Karnataka,Snapdeal,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,1,Tamil Nadu,Zomato,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,2,Tamil Nadu,Snapdeal,Tamil,Legit
Fits well and is comfortable for long periods of use.,4,Karnataka,Flipkart,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Karnataka,Amazon,Telugu,Fake
Great product. Great service. Great everything.,5,West Bengal,Amazon,Hindi,Fake
Great product. Great service. Great everything.,5,Maharashtra,Myntra,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Karnataka,Zomato,Hindi,Fake
Great product. Great service. Great everything.,2,Delhi,Flipkart,English,Fake
Great product. Great service. Great everything.,4,Tamil Nadu,Snapdeal,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Karnataka,Amazon,Bengali,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Maharashtra,Flipkart,Bengali,Fake
Great product. Great service. Great everything.,4,Karnataka,Flipkart,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Zomato,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Flipkart,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,3,West Bengal,Snapdeal,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,Tamil Nadu,Amazon,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Snapdeal,Hindi,Fake
Decent product for the price. Packaging could be better though.,3,Maharashtra,Snapdeal,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Karnataka,Zomato,Telugu,Legit
OMG this is the best phone in the universe!!!!,3,Maharashtra,Flipkart,Tamil,Fake
Received the item in good condition. Works as expected.,5,West Bengal,Amazon,Telugu,Legit
Fits well and is comfortable for long periods of use.,5,Karnataka,Zomato,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,Maharashtra,Zomato,Hindi,Legit
OMG this is the best phone in the universe!!!!,4,Karnataka,Amazon,Bengali,Fake
Fits well and is comfortable for long periods of use.,4,Karnataka,Flipkart,Telugu,Legit
Great product. Great service. Great everything.,5,Maharashtra,Myntra,Hindi,Fake
OMG this is the best phone in the universe!!!!,4,Delhi,Flipkart,Tamil,Fake
Great product. Great service. Great everything.,2,West Bengal,Snapdeal,Telugu,Fake
Received the item in good condition. Works as expected.,2,Tamil Nadu,Zomato,Hindi,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,Karnataka,Zomato,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Karnataka,Amazon,Bengali,Legit
Great product. Great service. Great everything.,5,Tamil Nadu,Zomato,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Amazon,Bengali,Fake
OMG this is the best phone in the universe!!!!,1,West Bengal,Flipkart,English,Fake
Decent product for the price. Packaging could be better though.,3,Karnataka,Amazon,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Zomato,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,West Bengal,Myntra,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Delhi,Zomato,English,Fake
Received the item in good condition. Works as expected.,2,Delhi,Snapdeal,Tamil,Legit
Great product. Great service. Great everything.,2,Tamil Nadu,Snapdeal,English,Fake
Great product. Great service. Great everything.,5,Delhi,Snapdeal,English,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,4,Maharashtra,Flipkart,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,West Bengal,Flipkart,Bengali,Legit
Great product. Great service. Great everything.,3,West Bengal,Myntra,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,1,West Bengal,Snapdeal,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,4,Delhi,Snapdeal,Telugu,Fake
Great product. Great service. Great everything.,1,Karnataka,Myntra,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Amazon,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,4,West Bengal,Amazon,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,Karnataka,Myntra,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Maharashtra,Amazon,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Maharashtra,Myntra,English,Fake
Fits well and is comfortable for long periods of use.,4,Maharashtra,Flipkart,Bengali,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,5,Karnataka,Flipkart,Telugu,Fake
Fits well and is comfortable for long periods of use.,4,Delhi,Myntra,Hindi,Legit
Fits well and is comfortable for long periods of use.,2,Karnataka,Zomato,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Delhi,Amazon,Telugu,Fake
OMG this is the best phone in the universe!!!!,4,Maharashtra,Flipkart,Hindi,Fake
Fits well and is comfortable for long periods of use.,3,Karnataka,Myntra,English,Legit
OMG this is the best phone in the universe!!!!,1,Delhi,Amazon,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Maharashtra,Flipkart,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Snapdeal,Telugu,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Flipkart,Hindi,Fake
Decent product for the price. Packaging could be better though.,3,Karnataka,Snapdeal,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Maharashtra,Amazon,English,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Maharashtra,Amazon,Bengali,Legit
Fits well and is comfortable for long periods of use.,2,Maharashtra,Snapdeal,Bengali,Legit
Fits well and is comfortable for long periods of use.,5,West Bengal,Amazon,Tamil,Legit
Received the item in good condition. Works as expected.,5,Karnataka,Amazon,Hindi,Legit
Great product. Great service. Great everything.,1,Tamil Nadu,Flipkart,Tamil,Fake
Great product. Great service. Great everything.,3,Delhi,Snapdeal,Telugu,Fake
Fits well and is comfortable for long periods of use.,5,Maharashtra,Amazon,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,1,West Bengal,Snapdeal,Hindi,Fake
Great product. Great service. Great everything.,1,Delhi,Myntra,Bengali,Fake
OMG this is the best phone in the universe!!!!,1,Tamil Nadu,Flipkart,Bengali,Fake
Great product. Great service. Great everything.,3,Delhi,Myntra,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Karnataka,Snapdeal,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,Maharashtra,Flipkart,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,1,West Bengal,Myntra,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,West Bengal,Zomato,Hindi,Fake
Great product. Great service. Great everything.,5,Karnataka,Snapdeal,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Maharashtra,Flipkart,Hindi,Fake
Great product. Great service. Great everything.,1,Karnataka,Amazon,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Delhi,Myntra,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Delhi,Amazon,Hindi,Legit
OMG this is the best phone in the universe!!!!,1,Karnataka,Flipkart,Telugu,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,3,Karnataka,Zomato,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Maharashtra,Snapdeal,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Karnataka,Amazon,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Zomato,English,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,2,Maharashtra,Amazon,Hindi,Fake
OMG this is the best phone in the universe!!!!,2,Delhi,Amazon,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Maharashtra,Flipkart,English,Legit
OMG this is the best phone in the universe!!!!,1,Karnataka,Myntra,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Tamil Nadu,Myntra,Bengali,Legit
Great product. Great service. Great everything.,3,Karnataka,Zomato,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Tamil Nadu,Snapdeal,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,West Bengal,Snapdeal,Hindi,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Delhi,Amazon,Hindi,Fake
Fits well and is comfortable for long periods of use.,2,Maharashtra,Snapdeal,English,Legit
Received the item in good condition. Works as expected.,1,West Bengal,Zomato,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Delhi,Snapdeal,Telugu,Fake
Received the item in good condition. Works as expected.,2,West Bengal,Amazon,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,3,Tamil Nadu,Flipkart,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,West Bengal,Amazon,Hindi,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Delhi,Myntra,Tamil,Fake
Received the item in good condition. Works as expected.,1,West Bengal,Amazon,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Maharashtra,Myntra,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,Delhi,Zomato,Tamil,Legit
Fits well and is comfortable for long periods of use.,4,Delhi,Zomato,Tamil,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,1,Tamil Nadu,Snapdeal,Hindi,Fake
Decent product for the price. Packaging could be better though.,2,Tamil Nadu,Zomato,Tamil,Legit
OMG this is the best phone in the universe!!!!,1,Karnataka,Zomato,Hindi,Fake
Battery lasts around 6 hours during regular usage. Happy so far.,5,Karnataka,Zomato,Bengali,Legit
OMG this is the best phone in the universe!!!!,5,Delhi,Snapdeal,Telugu,Fake
Great product. Great service. Great everything.,3,Karnataka,Flipkart,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,4,Karnataka,Myntra,Hindi,Fake
Fits well and is comfortable for long periods of use.,3,West Bengal,Amazon,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,West Bengal,Myntra,Tamil,Fake
Received the item in good condition. Works as expected.,3,Tamil Nadu,Flipkart,English,Legit
OMG this is the best phone in the universe!!!!,5,Delhi,Amazon,Tamil,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,Karnataka,Amazon,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Delhi,Zomato,Telugu,Legit
Received the item in good condition. Works as expected.,5,Tamil Nadu,Myntra,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Delhi,Myntra,Hindi,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Maharashtra,Amazon,Telugu,Legit
This product changed my life!!! Best ever!!! Must buy now!!!,2,Maharashtra,Snapdeal,Hindi,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,2,West Bengal,Zomato,English,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,2,Maharashtra,Flipkart,English,Fake
Fits well and is comfortable for long periods of use.,4,Delhi,Flipkart,Bengali,Legit
Fits well and is comfortable for long periods of use.,1,West Bengal,Flipkart,Tamil,Legit
Great product. Great service. Great everything.,3,Tamil Nadu,Snapdeal,Tamil,Fake
Received the item in good condition. Works as expected.,1,Karnataka,Snapdeal,Bengali,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,Maharashtra,Snapdeal,Bengali,Fake
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Myntra,Hindi,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Delhi,Amazon,English,Legit
Great product. Great service. Great everything.,5,West Bengal,Snapdeal,Telugu,Fake
OMG this is the best phone in the universe!!!!,3,Delhi,Myntra,Bengali,Fake
Great product. Great service. Great everything.,5,Tamil Nadu,Myntra,Hindi,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,1,West Bengal,Zomato,Bengali,Fake
OMG this is the best phone in the universe!!!!,3,Delhi,Snapdeal,Tamil,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,3,Karnataka,Zomato,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,2,Delhi,Amazon,Tamil,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,2,West Bengal,Zomato,English,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Karnataka,Zomato,Telugu,Legit
OMG this is the best phone in the universe!!!!,5,West Bengal,Flipkart,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Karnataka,Snapdeal,Bengali,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,Tamil Nadu,Flipkart,Bengali,Legit
OMG this is the best phone in the universe!!!!,1,West Bengal,Amazon,Tamil,Fake
OMG this is the best phone in the universe!!!!,5,West Bengal,Myntra,Bengali,Fake
Decent product for the price. Packaging could be better though.,4,Tamil Nadu,Flipkart,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,4,Tamil Nadu,Myntra,Tamil,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,2,Tamil Nadu,Amazon,Telugu,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,West Bengal,Amazon,Hindi,Legit
Great product. Great service. Great everything.,1,Tamil Nadu,Snapdeal,Tamil,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,4,West Bengal,Flipkart,Hindi,Legit
Fits well and is comfortable for long periods of use.,2,Maharashtra,Flipkart,Hindi,Legit
OMG this is the best phone in the universe!!!!,2,Tamil Nadu,Zomato,English,Fake
Received the item in good condition. Works as expected.,5,Delhi,Myntra,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,Karnataka,Flipkart,Telugu,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,3,Delhi,Amazon,Telugu,Fake
Received the item in good condition. Works as expected.,3,West Bengal,Amazon,English,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,1,Karnataka,Myntra,English,Legit
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,Karnataka,Flipkart,Telugu,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,4,West Bengal,Myntra,Telugu,Fake
This product changed my life!!! Best ever!!! Must buy now!!!,5,Delhi,Flipkart,English,Fake
OMG this is the best phone in the universe!!!!,5,Karnataka,Flipkart,Bengali,Fake
Sound quality is clear with decent bass. Satisfied with the purchase.,5,Tamil Nadu,Snapdeal,English,Legit
Fits well and is comfortable for long periods of use.,4,Karnataka,Myntra,Hindi,Legit
Sound quality is clear with decent bass. Satisfied with the purchase.,3,Maharashtra,Snapdeal,Telugu,Legit
Battery lasts around 6 hours during regular usage. Happy so far.,5,West Bengal,Flipkart,Telugu,Legit
Superb!!! 10/10 would buy again. Incredible!!!!,3,Tamil Nadu,Snapdeal,Hindi,Fake
Decent product for the price. Packaging could be better though.,2,Maharashtra,Amazon,Bengali,Legit
Decent product for the price. Packaging could be better though.,3,Tamil Nadu,Myntra,Telugu,Legit
OMG this is the best phone in the universe!!!!,4,West Bengal,Flipkart,Telugu,Fake
Great product. Great service. Great everything.,3,West Bengal,Myntra,Bengali,Fake
OMG this is the best phone in the universe!!!!,2,Delhi,Flipkart,English,Fake
Amazing!!! Amazing!!! Amazing!!! Just wow!!!,5,Karnataka,Amazon,Hindi,Fake
Great product. Great service. Great everything.,1,West Bengal,Zomato,Bengali,Fake
Decent product for the price. Packaging could be better though.,2,Maharashtra,Myntra,Bengali,Legit
